subject,event_idx,t_start,t_end,duration_s,n_windows,n_windows_resolved,label,label_str,near_miss,fp_class,gini,entropy_norm,top5_mass,mean_anomaly_score,max_anomaly_score,top5_channels
chb03,13,14720.0,14724.0,4.0,1,1,0,FP,False,remote_FP,0.3803840952021713,0.9145416060381879,0.5335230479317766,2.3074302673339844,2.3074302673339844,C3-P3|FZ-CZ|FP2-F4|CZ-PZ|FP1-F3
chb03,14,14820.0,14824.0,4.0,1,1,0,FP,False,remote_FP,0.3625186503186435,0.9272805110941353,0.5468426719814294,3.7226295471191406,3.7226295471191406,FP1-F3|P7-O1|FP2-F8|FP2-F4|C4-P4
chb03,15,15120.0,15204.0,84.0,21,21,0,FP,False,remote_FP,0.38965471531207063,0.9085022267601903,0.5166991099627846,2.836461305618286,8.952962875366211,F7-T7|P3-O1|FP2-F8|F8-T8|FP1-F7
chb03,16,15300.0,15384.0,84.0,21,21,0,FP,False,remote_FP,0.37302619808871285,0.9226320239053968,0.5435153959542273,1.3453996181488037,5.821770191192627,FP1-F7|T7-P7|F7-T7|F8-T8|FP2-F8
chb03,17,15680.0,15684.0,4.0,1,1,0,FP,False,remote_FP,0.3603595752281976,0.9177123405372108,0.48827095552590644,-0.745073676109314,-0.745073676109314,CZ-PZ|T7-P7|P7-O1|F7-T7|FP1-F3
chb03,18,15780.0,15784.0,4.0,1,1,0,FP,False,remote_FP,0.3301729590881193,0.9355285193758405,0.48392413897779013,-1.14719557762146,-1.14719557762146,FP2-F4|T7-P7|FP1-F3|FP2-F8|C3-P3
chb03,19,15980.0,15984.0,4.0,1,1,0,FP,False,remote_FP,0.28004239849573076,0.9532820785436558,0.4643745769276965,-0.3172176778316498,-0.3172176778316498,F7-T7|CZ-PZ|FZ-CZ|P7-O1|F3-C3
chb03,20,19320.0,19464.0,144.0,36,36,0,FP,False,remote_FP,0.3329172062043606,0.9330515759150044,0.4913134081393305,1.2944165468215942,6.423236846923828,F4-C4|F3-C3|FZ-CZ|F8-T8|CZ-PZ
chb03,21,19720.0,19724.0,4.0,1,1,0,FP,False,remote_FP,0.5439470077838309,0.8237948769865893,0.6683812547739724,0.592331051826477,0.592331051826477,FP1-F3|FP2-F4|P7-O1|FP2-F8|T7-P7
chb03,22,21360.0,21364.0,4.0,1,1,0,FP,False,remote_FP,0.3671397883026468,0.9155942486458286,0.5012974728245488,0.6627290844917297,0.6627290844917297,FP2-F4|P4-O2|FZ-CZ|FP1-F7|P8-O2
chb03,23,21560.0,21564.0,4.0,1,1,0,FP,False,remote_FP,0.35501112289014136,0.9237637812140748,0.518021633517963,-0.20198331773281097,-0.20198331773281097,FP1-F3|FP2-F4|P8-O2|FP1-F7|T7-P7
chb03,24,23840.0,23924.0,84.0,21,21,0,FP,False,remote_FP,0.36755432522843723,0.9191966463041359,0.5133662001391958,1.8228974342346191,6.001922607421875,F3-C3|FZ-CZ|F4-C4|FP1-F3|FP2-F4
chb03,25,25600.0,25604.0,4.0,1,1,0,FP,False,remote_FP,0.3377738495003657,0.92409176931716,0.47406805173146194,1.6065351963043213,1.6065351963043213,F4-C4|FP1-F7|FP2-F4|P4-O2|C4-P4
chb03,26,30100.0,30104.0,4.0,1,1,0,FP,False,remote_FP,0.4266229059535134,0.8949691403279781,0.5882939791274029,0.39463287591934204,0.39463287591934204,F7-T7|F8-T8|P7-O1|T7-P7|FP1-F7
chb03,27,30480.0,30604.0,124.0,31,31,0,FP,False,remote_FP,0.34355813029898186,0.927395693462315,0.47407945127179985,2.6127262115478516,7.404481887817383,FP1-F7|FP2-F8|P3-O1|CZ-PZ|FP2-F4
chb03,28,31140.0,31144.0,4.0,1,1,0,FP,False,remote_FP,0.41912598026158165,0.8949617093475202,0.5755767134058838,-1.021749496459961,-1.021749496459961,P3-O1|P7-O1|FZ-CZ|C4-P4|P4-O2
chb03,29,33740.0,33804.0,64.0,16,16,0,FP,False,remote_FP,0.22358650433059668,0.968471190096202,0.4006769775624498,1.4712274074554443,8.426748275756836,P7-O1|F4-C4|F7-T7|C3-P3|C4-P4
chb03,30,50380.0,50384.0,4.0,1,1,0,FP,False,remote_FP,0.4217870263421022,0.8949571900921008,0.549215769199592,0.7183893322944641,0.7183893322944641,C3-P3|T7-P7|P8-O2|FP1-F7|T8-P8
chb03,31,51580.0,51664.0,84.0,21,21,0,FP,False,remote_FP,0.2750282284106136,0.9549057381630226,0.45348288133745623,0.6334963440895081,5.915782928466797,T7-P7|FP1-F7|P7-O1|F8-T8|P8-O2
chb03,32,51780.0,51784.0,4.0,1,1,0,FP,False,remote_FP,0.36282446363753973,0.920314899360289,0.4943883902694385,-0.4423258602619171,-0.4423258602619171,F4-C4|P8-O2|FP1-F7|F8-T8|F7-T7
chb03,33,53540.0,53544.0,4.0,1,1,0,FP,False,remote_FP,0.4770368249990973,0.8596677260678098,0.5917681916135101,0.46716615557670593,0.46716615557670593,P3-O1|FZ-CZ|F3-C3|F4-C4|P4-O2
chb03,34,53660.0,53664.0,4.0,1,1,0,FP,False,remote_FP,0.4564653555631928,0.8622439312268186,0.5770114376411949,-0.5069481730461121,-0.5069481730461121,T8-P8|F4-C4|CZ-PZ|FP2-F4|FP2-F8
chb03,35,54660.0,54704.0,44.0,11,11,0,FP,False,remote_FP,0.3079406362463566,0.9458802753072632,0.46671227600915494,1.8896843194961548,4.922585487365723,P8-O2|F7-T7|FP1-F7|P7-O1|C3-P3
chb03,36,54900.0,54904.0,4.0,1,1,0,FP,False,remote_FP,0.21914711529213005,0.9733345212241603,0.4196314356324196,-0.09004730731248856,-0.09004730731248856,FP2-F4|FP1-F3|T7-P7|P4-O2|FZ-CZ
chb03,37,55080.0,55084.0,4.0,1,1,0,FP,False,remote_FP,0.4407662854449925,0.8845351977938785,0.58751740955742,1.691036343574524,1.691036343574524,F8-T8|FP1-F7|F7-T7|FP2-F8|T7-P7
chb03,38,55520.0,55524.0,4.0,1,1,0,FP,False,remote_FP,0.3780793243820797,0.9098583915483448,0.497843917005307,3.0667011737823486,3.0667011737823486,F8-T8|F7-T7|F3-C3|CZ-PZ|T7-P7
chb03,39,56320.0,56324.0,4.0,1,1,0,FP,False,remote_FP,0.47052016788879203,0.8658925265011916,0.5837561688395597,-0.17089687287807465,-0.17089687287807465,FP1-F7|FP2-F8|C3-P3|FP1-F3|T8-P8
chb03,40,57860.0,57864.0,4.0,1,1,0,FP,False,remote_FP,0.36636328687693864,0.9169738534504893,0.5106759911815816,-1.2387852668762207,-1.2387852668762207,FP1-F3|FP2-F4|FP1-F7|F3-C3|C4-P4
chb03,41,60640.0,60644.0,4.0,1,1,0,FP,False,remote_FP,0.4777921136900305,0.8699174153351331,0.6217438986997367,0.30215364694595337,0.30215364694595337,FP1-F7|F7-T7|CZ-PZ|P4-O2|C4-P4
chb03,42,64280.0,64284.0,4.0,1,1,0,FP,False,remote_FP,0.4164960919260303,0.8944734958306538,0.5517473098564186,-0.054709542542696,-0.054709542542696,FP2-F4|C4-P4|FP1-F3|P3-O1|F8-T8
chb03,43,65300.0,65304.0,4.0,1,1,0,FP,False,remote_FP,0.3009152625876481,0.9498667486775769,0.4708461875722409,5.224398612976074,5.224398612976074,F7-T7|FP2-F8|C3-P3|F8-T8|T7-P7
chb03,44,65460.0,65464.0,4.0,1,1,0,FP,False,remote_FP,0.35826148180007933,0.9245906988854823,0.523520378832681,1.0264184474945068,1.0264184474945068,C3-P3|P4-O2|F4-C4|P7-O1|FP2-F8
chb03,45,66600.0,66604.0,4.0,1,1,0,FP,False,remote_FP,0.36183544698045633,0.9173990587712324,0.5059744772205216,-0.6684887409210205,-0.6684887409210205,CZ-PZ|P4-O2|F7-T7|FP1-F7|P7-O1
chb03,46,66820.0,66904.0,84.0,21,21,0,FP,False,remote_FP,0.3586874395520159,0.9259636166897192,0.5044812253262907,0.9581827521324158,3.8188443183898926,FP2-F8|FP1-F7|C3-P3|F8-T8|F7-T7
chb03,47,67080.0,67084.0,4.0,1,1,0,FP,False,remote_FP,0.4424346216729482,0.8825449185968429,0.5742312097153736,0.16409438848495483,0.16409438848495483,C3-P3|FP1-F7|CZ-PZ|P7-O1|FP2-F4
chb03,48,68740.0,68744.0,4.0,1,1,0,FP,False,remote_FP,0.4123653122854005,0.9005962484717156,0.5426512516560861,-0.12405858188867569,-0.12405858188867569,C3-P3|C4-P4|P3-O1|P4-O2|F7-T7
chb03,49,69380.0,69384.0,4.0,1,1,0,FP,False,remote_FP,0.4642103808130713,0.873479937840275,0.6425750901908733,-0.6449073553085327,-0.6449073553085327,T8-P8|C3-P3|P7-O1|F3-C3|FP1-F7
chb03,50,70120.0,70124.0,4.0,1,1,0,FP,False,remote_FP,0.4593641452937913,0.8685370296036338,0.5988945962153609,0.6974585652351379,0.6974585652351379,F3-C3|P4-O2|P3-O1|FP1-F3|T7-P7
chb03,51,72140.0,72144.0,4.0,1,1,0,FP,False,remote_FP,0.2662562108195501,0.9607693744551022,0.4439449360998861,0.0001818239688873291,0.0001818239688873291,FP2-F4|FP1-F3|C4-P4|P8-O2|FZ-CZ
chb03,52,78820.0,78824.0,4.0,1,1,0,FP,False,remote_FP,0.4700945325046235,0.8625905914462966,0.6051109008877626,-0.06290679425001144,-0.06290679425001144,F8-T8|P7-O1|F4-C4|FP2-F4|FZ-CZ
chb03,53,79140.0,79144.0,4.0,1,1,0,FP,False,remote_FP,0.37492963317744943,0.9150651231099557,0.5049204067823223,-0.5383071303367615,-0.5383071303367615,C4-P4|FP2-F4|C3-P3|FP2-F8|F8-T8
chb03,54,79320.0,79384.0,64.0,16,16,0,FP,False,remote_FP,0.3509539895907059,0.9293763283558089,0.5019795752191668,1.303725242614746,5.551609516143799,F7-T7|FP2-F8|FP2-F4|FZ-CZ|FP1-F7
chb03,55,120760.0,120844.0,84.0,21,13,1,TP,False,TP,0.3803165840807907,0.9107207397774575,0.5100520731834146,2.771941661834717,9.20490550994873,P4-O2|T7-P7|P7-O1|F4-C4|FZ-CZ
chb03,56,124980.0,125084.0,104.0,26,16,1,TP,False,TP,0.3625958517504646,0.9170402747494735,0.48916868692005194,2.2046711444854736,6.807103157043457,P4-O2|P7-O1|F4-C4|T7-P7|F8-T8
chb03,57,127700.0,127784.0,84.0,21,14,1,TP,False,TP,0.3830885665913899,0.913988022954844,0.527551243096705,3.048842191696167,9.593262672424316,T7-P7|F4-C4|P7-O1|FZ-CZ|C3-P3
chb06,0,240.0,244.0,4.0,1,1,0,FP,False,remote_FP,0.31463907730060936,0.9450768994751831,0.4898477334166776,-0.36698779463768005,-0.36698779463768005,C3-P3|T7-P7|F7-T7|P8-O2|CZ-PZ
chb06,1,15020.0,15024.0,4.0,1,1,0,FP,False,remote_FP,0.426283366423726,0.893647594948469,0.5652671398890291,-0.4778814911842346,-0.4778814911842346,F3-C3|F7-T7|P7-O1|CZ-PZ|F8-T8
chb06,2,15120.0,15124.0,4.0,1,1,0,FP,False,remote_FP,0.4341437625063269,0.8903903482798754,0.5790533018742322,0.7936192750930786,0.7936192750930786,T8-P8|CZ-PZ|F3-C3|FP1-F3|FP2-F8
chb06,3,16060.0,16124.0,64.0,16,16,0,FP,False,remote_FP,0.4897854973716045,0.8625339491130393,0.6318755611178688,1.432161808013916,15.18470287322998,P8-O2|FP2-F8|P4-O2|FP1-F3|F3-C3
chb06,4,18840.0,18844.0,4.0,1,1,0,FP,False,remote_FP,0.41655334647469755,0.8997343102129457,0.5833304732116311,-0.40326786041259766,-0.40326786041259766,F8-T8|C3-P3|FP1-F7|P7-O1|P3-O1
chb06,5,20720.0,20724.0,4.0,1,1,0,FP,False,remote_FP,0.3980826465598146,0.908450699778963,0.5475728626514144,3.3493404388427734,3.3493404388427734,T7-P7|P7-O1|C4-P4|P8-O2|P4-O2
chb06,6,21200.0,21204.0,4.0,1,1,0,FP,False,remote_FP,0.4267858785467187,0.8939845712389559,0.5741940697723151,0.7051444053649902,0.7051444053649902,C4-P4|P7-O1|P3-O1|FP1-F7|FZ-CZ
chb06,7,22920.0,22924.0,4.0,1,1,0,FP,False,remote_FP,0.43068879799325366,0.8957877981186223,0.5852397982118358,1.8754053115844727,1.8754053115844727,F4-C4|P3-O1|FZ-CZ|C3-P3|F7-T7
chb06,8,23200.0,23204.0,4.0,1,1,0,FP,False,remote_FP,0.4069307000841207,0.8987810710602926,0.5540956319934622,0.36103248596191406,0.36103248596191406,F7-T7|FP1-F7|F4-C4|P3-O1|C3-P3
chb06,9,23440.0,23444.0,4.0,1,1,0,FP,False,remote_FP,0.5220289440891497,0.8401863355794791,0.6760708803954888,1.6961394548416138,1.6961394548416138,T8-P8|FP2-F8|T7-P7|P7-O1|P8-O2
chb06,10,23540.0,23544.0,4.0,1,1,0,FP,False,remote_FP,0.4112289934901734,0.8962873862866099,0.5554864025318148,1.0646368265151978,1.0646368265151978,F3-C3|FZ-CZ|F8-T8|FP1-F3|T8-P8
chb06,11,24040.0,24044.0,4.0,1,1,0,FP,False,remote_FP,0.3179382272302014,0.9417619571901553,0.47359553363616347,-0.027953486889600754,-0.027953486889600754,FP1-F7|FZ-CZ|P4-O2|T7-P7|F8-T8
chb06,12,25260.0,25264.0,4.0,1,1,0,FP,False,remote_FP,0.38219877717514006,0.906559847193626,0.5105963355064164,0.711216151714325,0.711216151714325,P7-O1|F7-T7|F8-T8|FP2-F8|C3-P3
chb06,13,27040.0,27044.0,4.0,1,1,0,FP,False,remote_FP,0.5293253474247972,0.8344539997252552,0.6788950699491115,-0.331468790769577,-0.331468790769577,T7-P7|FP2-F8|P3-O1|F3-C3|FZ-CZ
chb06,14,27360.0,27444.0,84.0,21,21,0,FP,False,remote_FP,0.4058155502606282,0.9012557338263376,0.5459864489594941,3.0545544624328613,11.18572998046875,CZ-PZ|T7-P7|FP2-F4|FZ-CZ|C3-P3
chb06,15,29520.0,29524.0,4.0,1,1,0,FP,False,remote_FP,0.36786697600766183,0.9133985485666032,0.4971126543834826,1.116942286491394,1.116942286491394,P8-O2|C4-P4|F8-T8|P4-O2|T7-P7
chb06,16,29960.0,29964.0,4.0,1,1,0,FP,False,remote_FP,0.42792018114293584,0.8893427167458038,0.5782629087550666,-1.1736050844192505,-1.1736050844192505,C4-P4|T8-P8|C3-P3|FP2-F4|P4-O2
chb06,17,30700.0,30704.0,4.0,1,1,0,FP,False,remote_FP,0.3422231747852409,0.9293315461357469,0.4923970544209315,0.7613711357116699,0.7613711357116699,CZ-PZ|FZ-CZ|F3-C3|F4-C4|T8-P8
chb06,18,31120.0,31124.0,4.0,1,1,0,FP,False,remote_FP,0.309292090727352,0.9465106982016812,0.48312746131325074,1.1367084980010986,1.1367084980010986,FP1-F7|C4-P4|T7-P7|FP1-F3|CZ-PZ
chb06,19,34940.0,35024.0,84.0,21,21,0,FP,False,remote_FP,0.4155968136420327,0.9038320064548396,0.5770531272396943,0.8357059955596924,3.8773932456970215,T7-P7|FP1-F3|F7-T7|FP2-F8|F8-T8
chb06,20,35740.0,35744.0,4.0,1,1,0,FP,False,remote_FP,0.3925437775716849,0.9123607210723497,0.5373055219742257,-0.7130327820777893,-0.7130327820777893,FP2-F8|F4-C4|C3-P3|P8-O2|FP1-F7
chb06,21,36980.0,36984.0,4.0,1,1,0,FP,False,remote_FP,0.34252347298329,0.926984057286144,0.48938011043105073,1.2297248840332031,1.2297248840332031,C3-P3|CZ-PZ|F7-T7|F8-T8|P4-O2
chb06,22,39060.0,39064.0,4.0,1,1,0,FP,False,remote_FP,0.3219741943023824,0.9334551634833683,0.46279777293766394,-0.21164599061012268,-0.21164599061012268,C4-P4|F7-T7|FP1-F7|C3-P3|P4-O2
chb06,23,41540.0,41604.0,64.0,16,16,0,FP,False,remote_FP,0.3954187021883029,0.9049949962665896,0.5224454081508824,1.4443598985671997,17.27114486694336,T8-P8|F8-T8|FP1-F7|T7-P7|P3-O1
chb06,24,42480.0,42484.0,4.0,1,1,0,FP,False,remote_FP,0.3222262448981126,0.9415883340836539,0.48672223854011065,2.11564040184021,2.11564040184021,T7-P7|P8-O2|P3-O1|P4-O2|C4-P4
chb06,25,42780.0,42784.0,4.0,1,1,0,FP,False,remote_FP,0.3598613839064033,0.9261059148413412,0.5426350803077097,0.47202086448669434,0.47202086448669434,F7-T7|FP2-F8|FZ-CZ|FP1-F3|C4-P4
chb06,26,42900.0,42904.0,4.0,1,1,0,FP,False,remote_FP,0.4114627115341256,0.8930634064917309,0.5419520744695813,1.704200267791748,1.704200267791748,P3-O1|P4-O2|P7-O1|F3-C3|F4-C4
chb06,27,43360.0,43364.0,4.0,1,1,0,FP,True,near_miss_FP,0.39179336583118407,0.9058236571623711,0.5228314237576086,3.159611940383911,3.159611940383911,FP2-F8|F7-T7|FP1-F7|T8-P8|FP1-F3
chb06,28,43460.0,43464.0,4.0,1,1,0,FP,True,near_miss_FP,0.5673326545791118,0.8014318424399662,0.697512371697533,1.0875755548477173,1.0875755548477173,F3-C3|P3-O1|FP2-F8|FZ-CZ|P7-O1
chb06,30,57180.0,57184.0,4.0,1,1,0,FP,False,remote_FP,0.42792115489928406,0.8912614113424709,0.5695468764257134,-0.27792662382125854,-0.27792662382125854,P4-O2|P3-O1|F3-C3|P7-O1|CZ-PZ
chb06,31,57720.0,57804.0,84.0,21,21,0,FP,False,remote_FP,0.43343688247059786,0.8917130019662145,0.5817859666086588,-0.3072780966758728,0.988837718963623,T8-P8|F8-T8|FZ-CZ|FP1-F7|F3-C3
chb06,32,60260.0,60264.0,4.0,1,1,0,FP,False,remote_FP,0.44889994763053287,0.8759805948294977,0.5738653070634478,-0.05488813295960426,-0.05488813295960426,FP1-F7|F7-T7|FP2-F8|P4-O2|C3-P3
chb06,33,62000.0,62004.0,4.0,1,1,0,FP,False,remote_FP,0.5417644692540069,0.8272225515689902,0.690476535226979,0.15870265662670135,0.15870265662670135,FZ-CZ|FP1-F7|P7-O1|FP2-F8|P3-O1
chb06,34,62300.0,62304.0,4.0,1,1,0,FP,False,remote_FP,0.48933425298327227,0.858106066244429,0.6644961096116946,1.3994572162628174,1.3994572162628174,T7-P7|F7-T7|F4-C4|C4-P4|CZ-PZ
chb06,35,62440.0,62524.0,84.0,21,21,0,FP,False,remote_FP,0.4841840258873471,0.8635703878040812,0.6208727782068671,0.8509934544563293,6.6261186599731445,P8-O2|T7-P7|CZ-PZ|F4-C4|F7-T7
chb06,36,63420.0,63424.0,4.0,1,1,0,FP,False,remote_FP,0.3964048407965315,0.9102210965385806,0.5404096901168499,-0.06073056906461716,-0.06073056906461716,F4-C4|FP2-F8|P3-O1|FP2-F4|T8-P8
chb06,37,63540.0,63604.0,64.0,16,16,0,FP,False,remote_FP,0.5420425982255122,0.8253510473943486,0.6765058306718339,0.7183497548103333,2.13006854057312,T7-P7|FP1-F7|F4-C4|P7-O1|F7-T7
chb06,38,64060.0,64144.0,84.0,21,21,0,FP,False,remote_FP,0.43772207463705115,0.8862777463466703,0.5991003604051339,0.4250809848308563,2.8127529621124268,F7-T7|C3-P3|P4-O2|F4-C4|P3-O1
chb06,39,64820.0,64824.0,4.0,1,1,0,FP,False,remote_FP,0.4414666623738954,0.8624215925980859,0.553989761510089,-0.5879803895950317,-0.5879803895950317,T7-P7|C4-P4|P7-O1|C3-P3|FP2-F4
chb06,40,65260.0,65264.0,4.0,1,1,0,FP,False,remote_FP,0.3777580668177656,0.9142711769879551,0.5248617297822761,1.040513515472412,1.040513515472412,FP2-F4|P3-O1|P4-O2|FP1-F3|F7-T7
chb06,41,65580.0,65584.0,4.0,1,1,0,FP,False,remote_FP,0.4204284606828832,0.8965480733308875,0.5985395750913615,2.6076126098632812,2.6076126098632812,C3-P3|P4-O2|FZ-CZ|C4-P4|CZ-PZ
chb06,42,65960.0,65964.0,4.0,1,1,0,FP,False,remote_FP,0.37401818750312743,0.9203745761251706,0.5421488253084135,2.2410130500793457,2.2410130500793457,T7-P7|F4-C4|F8-T8|P4-O2|FP2-F4
chb06,43,66420.0,66424.0,4.0,1,1,0,FP,False,remote_FP,0.4099987571488988,0.9036940304042254,0.5567168571902242,-0.017826508730649948,-0.017826508730649948,FZ-CZ|FP2-F4|F3-C3|P4-O2|CZ-PZ
chb06,44,67240.0,67324.0,84.0,21,21,0,FP,False,remote_FP,0.4377458632798472,0.8881588650291495,0.5750692553558856,-0.03294758498668671,2.6799614429473877,T7-P7|F8-T8|T8-P8|P8-O2|P7-O1
chb06,45,71060.0,71064.0,4.0,1,1,0,FP,False,remote_FP,0.3251820280029798,0.9361122902385102,0.49345716976154685,-0.9600584506988525,-0.9600584506988525,P4-O2|P8-O2|F7-T7|T7-P7|C3-P3
chb06,46,73520.0,73584.0,64.0,16,16,0,FP,False,remote_FP,0.33307895052692693,0.9394641083353296,0.5000104382873074,1.3651113510131836,7.857194423675537,C4-P4|P8-O2|F4-C4|CZ-PZ|FP2-F4
chb06,47,76340.0,76344.0,4.0,1,1,0,FP,False,remote_FP,0.46053515932118194,0.8785977646938938,0.6048955899653501,0.1871454119682312,0.1871454119682312,FP2-F8|F8-T8|FP2-F4|FP1-F7|P7-O1
chb06,48,77480.0,77484.0,4.0,1,1,0,FP,False,remote_FP,0.4431397957896386,0.8844140994655085,0.6156132631855334,0.4859198331832886,0.4859198331832886,C3-P3|P4-O2|FP2-F8|FP2-F4|FP1-F3
chb06,49,77600.0,77604.0,4.0,1,1,0,FP,False,remote_FP,0.34471074000722113,0.925481548134357,0.4843210760933696,-0.29880809783935547,-0.29880809783935547,T7-P7|F3-C3|F4-C4|FP2-F4|P4-O2
chb06,50,77940.0,77944.0,4.0,1,1,0,FP,False,remote_FP,0.3602721634647803,0.9275250576970623,0.5339996416009261,-0.1567540168762207,-0.1567540168762207,FZ-CZ|P7-O1|FP1-F3|P8-O2|C4-P4
chb06,51,80280.0,80284.0,4.0,1,1,0,FP,False,remote_FP,0.26316098621133266,0.9578339132858635,0.45469396985603316,-0.3804168105125427,-0.3804168105125427,C4-P4|P7-O1|P8-O2|FP1-F3|F3-C3
chb06,52,80960.0,80964.0,4.0,1,1,0,FP,False,remote_FP,0.3852153673852119,0.9022425123630016,0.5077967957542879,-0.15543974936008453,-0.15543974936008453,FZ-CZ|F8-T8|F7-T7|C3-P3|CZ-PZ
chb06,53,82900.0,82904.0,4.0,1,1,0,FP,False,remote_FP,0.34018999499478464,0.9323961296554119,0.5101396954576394,1.614405870437622,1.614405870437622,C4-P4|P7-O1|FP2-F4|T7-P7|F3-C3
chb06,54,83860.0,83864.0,4.0,1,1,0,FP,False,remote_FP,0.4633088605479574,0.8679065381836093,0.5984155831394379,0.36960890889167786,0.36960890889167786,FZ-CZ|P7-O1|P4-O2|F8-T8|CZ-PZ
chb06,55,84060.0,84064.0,4.0,1,1,0,FP,False,remote_FP,0.315990448458626,0.9438494345104879,0.48006351764353844,-0.9705567359924316,-0.9705567359924316,P7-O1|C4-P4|F8-T8|FP1-F3|F7-T7
chb06,56,84340.0,84344.0,4.0,1,1,0,FP,False,remote_FP,0.45042813187275144,0.877602672700914,0.5694866034364026,0.1178789883852005,0.1178789883852005,FP2-F4|P4-O2|FP2-F8|C3-P3|F4-C4
chb06,57,85080.0,85084.0,4.0,1,1,0,FP,False,remote_FP,0.32365083729279176,0.9394159573600399,0.49011741994436614,-0.55356764793396,-0.55356764793396,T8-P8|P4-O2|FP1-F7|F7-T7|C4-P4
chb06,58,85380.0,85384.0,4.0,1,1,0,FP,False,remote_FP,0.4264598986011865,0.8919215526658697,0.5538982950998745,-0.9548037052154541,-0.9548037052154541,F7-T7|F8-T8|FP2-F8|P4-O2|F4-C4
chb06,59,85540.0,85544.0,4.0,1,1,0,FP,False,remote_FP,0.3079924769566722,0.9449552187744832,0.46545934815963924,1.6641912460327148,1.6641912460327148,C4-P4|T7-P7|P7-O1|P3-O1|FP2-F4
chb06,60,85760.0,85824.0,64.0,16,16,0,FP,False,remote_FP,0.3701098748879481,0.9149102229618828,0.4986169614429294,1.8086360692977905,3.3840105533599854,P4-O2|P3-O1|FP1-F3|FZ-CZ|T7-P7
chb06,61,86700.0,86704.0,4.0,1,1,0,FP,False,remote_FP,0.4405889476591953,0.8835454448274536,0.5944141420967197,0.6807795166969299,0.6807795166969299,FP1-F3|F7-T7|P8-O2|FP1-F7|C3-P3
chb06,62,87280.0,87284.0,4.0,1,1,0,FP,False,remote_FP,0.40581219883998587,0.9054026463648501,0.5590871576330769,2.3774595260620117,2.3774595260620117,FP1-F3|FP2-F4|P4-O2|P3-O1|F3-C3
chb06,63,87500.0,87504.0,4.0,1,1,0,FP,False,remote_FP,0.4252887004221906,0.8977284570312792,0.5932871825079197,-0.5918572545051575,-0.5918572545051575,P4-O2|FP2-F4|FP1-F3|P3-O1|F8-T8
chb06,64,88320.0,88404.0,84.0,21,21,0,FP,False,remote_FP,0.35164072135030056,0.9264081371280085,0.4984336268089572,1.2227568626403809,3.9884533882141113,P4-O2|F4-C4|FP2-F4|P3-O1|FP1-F3
chb06,65,88620.0,88624.0,4.0,1,1,0,FP,False,remote_FP,0.37417772133377825,0.9120247139471246,0.5171996265803177,0.9188132286071777,0.9188132286071777,C3-P3|FP2-F4|F7-T7|T7-P7|P7-O1
