path,folder,name,ext,size_bytes,size_human,mtime,flags,peek
processed/chb01_ictal_adjs_topk20.npy,processed,chb01_ictal_adjs_topk20.npy,.npy,149168,145.7KB,2026-05-10 15:37,,
processed/chb01_ictal_features.npy,processed,chb01_ictal_features.npy,.npy,41528,40.6KB,2026-04-18 20:17,,
processed/chb01_interictal.npy,processed,chb01_interictal.npy,.npy,1136074880,1.1GB,2026-05-18 16:06,,
processed/chb01_interictal_adjs.npy,processed,chb01_interictal_adjs.npy,.npy,19970192,19.0MB,2026-04-25 15:58,,
processed/chb01_interictal_adjs_multiband.npy,processed,chb01_interictal_adjs_multiband.npy,.npy,19970192,19.0MB,2026-05-19 13:42,,
processed/chb01_interictal_adjs_multiband_topk20.npy,processed,chb01_interictal_adjs_multiband_topk20.npy,.npy,19970192,19.0MB,2026-05-19 16:41,,
processed/chb01_interictal_adjs_spli_topk20.npy,processed,chb01_interictal_adjs_spli_topk20.npy,.npy,19970192,19.0MB,2026-05-29 20:41,,
processed/chb01_interictal_adjs_topk20.npy,processed,chb01_interictal_adjs_topk20.npy,.npy,19970192,19.0MB,2026-05-10 15:37,,
processed/chb01_interictal_features.npy,processed,chb01_interictal_features.npy,.npy,5547368,5.3MB,2026-04-18 20:16,,
processed/chb01_stats.json,processed,chb01_stats.json,.json,1562,1.5KB,2026-05-18 16:10,,
processed/chb02_ictal.npy,processed,chb02_ictal.npy,.npy,3317888,3.2MB,2026-05-18 16:16,,
processed/chb02_ictal_adjs.npy,processed,chb02_ictal_adjs.npy,.npy,58448,57.1KB,2026-04-18 20:40,,
processed/chb02_ictal_adjs_multiband.npy,processed,chb02_ictal_adjs_multiband.npy,.npy,58448,57.1KB,2026-05-19 13:51,,
processed/chb02_ictal_adjs_multiband_topk20.npy,processed,chb02_ictal_adjs_multiband_topk20.npy,.npy,58448,57.1KB,2026-05-19 16:42,,
processed/chb02_ictal_adjs_spli_topk20.npy,processed,chb02_ictal_adjs_spli_topk20.npy,.npy,58448,57.1KB,2026-05-29 20:47,,
processed/chb02_ictal_adjs_topk20.npy,processed,chb02_ictal_adjs_topk20.npy,.npy,58448,57.1KB,2026-05-10 15:37,,
processed/chb02_ictal_features.npy,processed,chb02_ictal_features.npy,.npy,16328,15.9KB,2026-04-18 20:17,,
processed/chb02_interictal.npy,processed,chb02_interictal.npy,.npy,1312727168,1.2GB,2026-05-18 16:16,,
processed/chb02_interictal_adjs.npy,processed,chb02_interictal_adjs.npy,.npy,23075408,22.0MB,2026-04-18 20:38,,
processed/chb02_interictal_adjs_multiband.npy,processed,chb02_interictal_adjs_multiband.npy,.npy,23075408,22.0MB,2026-05-19 13:46,,
processed/chb02_interictal_adjs_multiband_topk20.npy,processed,chb02_interictal_adjs_multiband_topk20.npy,.npy,23075408,22.0MB,2026-05-19 16:42,,
processed/chb02_interictal_adjs_spli_topk20.npy,processed,chb02_interictal_adjs_spli_topk20.npy,.npy,23075408,22.0MB,2026-05-29 20:47,,
processed/chb02_interictal_adjs_topk20.npy,processed,chb02_interictal_adjs_topk20.npy,.npy,23075408,22.0MB,2026-05-10 15:37,,
processed/chb02_interictal_features.npy,processed,chb02_interictal_features.npy,.npy,6409928,6.1MB,2026-04-18 20:17,,
processed/chb02_stats.json,processed,chb02_stats.json,.json,1558,1.5KB,2026-05-18 16:20,,
processed/chb03_ictal.npy,processed,chb03_ictal.npy,.npy,7815296,7.5MB,2026-05-18 16:26,,
processed/chb03_ictal_adjs.npy,processed,chb03_ictal_adjs.npy,.npy,137504,134.3KB,2026-04-18 20:41,,
processed/chb03_ictal_adjs_multiband.npy,processed,chb03_ictal_adjs_multiband.npy,.npy,137504,134.3KB,2026-05-19 13:56,,
processed/chb03_ictal_adjs_multiband_topk20.npy,processed,chb03_ictal_adjs_multiband_topk20.npy,.npy,137504,134.3KB,2026-05-19 16:42,,
processed/chb03_ictal_adjs_spli_topk20.npy,processed,chb03_ictal_adjs_spli_topk20.npy,.npy,137504,134.3KB,2026-05-29 20:52,,
processed/chb03_ictal_adjs_topk20.npy,processed,chb03_ictal_adjs_topk20.npy,.npy,137504,134.3KB,2026-05-10 15:37,,
processed/chb03_ictal_features.npy,processed,chb03_ictal_features.npy,.npy,38288,37.4KB,2026-04-18 20:18,,
processed/chb03_interictal.npy,processed,chb03_interictal.npy,.npy,1268416640,1.2GB,2026-05-18 16:26,,
processed/chb03_interictal_adjs.npy,processed,chb03_interictal_adjs.npy,.npy,22296512,21.3MB,2026-04-18 20:40,,
processed/chb03_interictal_adjs_multiband.npy,processed,chb03_interictal_adjs_multiband.npy,.npy,22296512,21.3MB,2026-05-19 13:51,,
processed/chb03_interictal_adjs_multiband_topk20.npy,processed,chb03_interictal_adjs_multiband_topk20.npy,.npy,22296512,21.3MB,2026-05-19 16:42,,
processed/chb03_interictal_adjs_spli_topk20.npy,processed,chb03_interictal_adjs_spli_topk20.npy,.npy,22296512,21.3MB,2026-05-29 20:52,,
processed/chb03_interictal_adjs_topk20.npy,processed,chb03_interictal_adjs_topk20.npy,.npy,22296512,21.3MB,2026-05-10 15:37,,
processed/chb03_interictal_features.npy,processed,chb03_interictal_features.npy,.npy,6193568,5.9MB,2026-04-18 20:17,,
processed/chb03_stats.json,processed,chb03_stats.json,.json,1564,1.5KB,2026-05-18 16:29,,
processed/chb04_ictal.npy,processed,chb04_ictal.npy,.npy,7299200,7.0MB,2026-05-18 17:17,,
processed/chb04_ictal_adjs.npy,processed,chb04_ictal_adjs.npy,.npy,128432,125.4KB,2026-04-18 20:48,,
processed/chb04_ictal_adjs_multiband.npy,processed,chb04_ictal_adjs_multiband.npy,.npy,128432,125.4KB,2026-05-19 14:22,,
processed/chb04_ictal_adjs_multiband_topk20.npy,processed,chb04_ictal_adjs_multiband_topk20.npy,.npy,128432,125.4KB,2026-05-19 16:42,,
processed/chb04_ictal_adjs_spli_topk20.npy,processed,chb04_ictal_adjs_spli_topk20.npy,.npy,128432,125.4KB,2026-05-29 21:18,,
processed/chb04_ictal_adjs_topk20.npy,processed,chb04_ictal_adjs_topk20.npy,.npy,128432,125.4KB,2026-05-10 15:38,,
processed/chb04_ictal_features.npy,processed,chb04_ictal_features.npy,.npy,35768,34.9KB,2026-04-18 20:22,,
processed/chb04_interictal.npy,processed,chb04_interictal.npy,.npy,6962724992,6.5GB,2026-05-18 17:17,,
processed/chb04_interictal_adjs.npy,processed,chb04_interictal_adjs.npy,.npy,122391776,116.7MB,2026-04-18 20:41,,
processed/chb04_interictal_adjs_multiband.npy,processed,chb04_interictal_adjs_multiband.npy,.npy,122391776,116.7MB,2026-05-19 13:56,,
processed/chb04_interictal_adjs_multiband_topk20.npy,processed,chb04_interictal_adjs_multiband_topk20.npy,.npy,122391776,116.7MB,2026-05-19 16:42,,
processed/chb04_interictal_adjs_spli_topk20.npy,processed,chb04_interictal_adjs_spli_topk20.npy,.npy,122391776,116.7MB,2026-05-29 21:18,,
processed/chb04_interictal_adjs_topk20.npy,processed,chb04_interictal_adjs_topk20.npy,.npy,122391776,116.7MB,2026-05-10 15:38,,
processed/chb04_interictal_features.npy,processed,chb04_interictal_features.npy,.npy,33997808,32.4MB,2026-04-18 20:18,,
processed/chb04_stats.json,processed,chb04_stats.json,.json,1560,1.5KB,2026-05-18 18:29,,
processed/chb05_ictal.npy,processed,chb05_ictal.npy,.npy,10543232,10.1MB,2026-05-18 18:47,,
processed/chb05_ictal_adjs.npy,processed,chb05_ictal_adjs.npy,.npy,185456,181.1KB,2026-04-18 20:50,,
processed/chb05_ictal_adjs_multiband.npy,processed,chb05_ictal_adjs_multiband.npy,.npy,185456,181.1KB,2026-05-19 14:27,,
processed/chb05_ictal_adjs_multiband_topk20.npy,processed,chb05_ictal_adjs_multiband_topk20.npy,.npy,185456,181.1KB,2026-05-19 16:42,,
processed/chb05_ictal_adjs_spli_topk20.npy,processed,chb05_ictal_adjs_spli_topk20.npy,.npy,185456,181.1KB,2026-05-29 21:23,,
processed/chb05_ictal_adjs_topk20.npy,processed,chb05_ictal_adjs_topk20.npy,.npy,185456,181.1KB,2026-05-10 15:38,,
processed/chb05_ictal_features.npy,processed,chb05_ictal_features.npy,.npy,51608,50.4KB,2026-04-18 20:22,,
processed/chb05_interictal.npy,processed,chb05_interictal.npy,.npy,1378123904,1.3GB,2026-05-18 18:47,,
processed/chb05_interictal_adjs.npy,processed,chb05_interictal_adjs.npy,.npy,24224960,23.1MB,2026-04-18 20:48,,
processed/chb05_interictal_adjs_multiband.npy,processed,chb05_interictal_adjs_multiband.npy,.npy,24224960,23.1MB,2026-05-19 14:22,,
processed/chb05_interictal_adjs_multiband_topk20.npy,processed,chb05_interictal_adjs_multiband_topk20.npy,.npy,24224960,23.1MB,2026-05-19 16:42,,
processed/chb05_interictal_adjs_spli_topk20.npy,processed,chb05_interictal_adjs_spli_topk20.npy,.npy,24224960,23.1MB,2026-05-29 21:23,,
processed/chb05_interictal_adjs_topk20.npy,processed,chb05_interictal_adjs_topk20.npy,.npy,24224960,23.1MB,2026-05-10 15:38,,
processed/chb05_interictal_features.npy,processed,chb05_interictal_features.npy,.npy,6729248,6.4MB,2026-04-18 20:22,,
processed/chb05_stats.json,processed,chb05_stats.json,.json,1554,1.5KB,2026-05-18 18:56,,
processed/chb06_ictal.npy,processed,chb06_ictal.npy,.npy,3317888,3.2MB,2026-05-18 19:30,,
processed/chb06_ictal_adjs.npy,processed,chb06_ictal_adjs.npy,.npy,58448,57.1KB,2026-04-18 20:51,,
processed/chb06_ictal_adjs_multiband.npy,processed,chb06_ictal_adjs_multiband.npy,.npy,58448,57.1KB,2026-05-19 14:33,,
processed/chb06_ictal_adjs_multiband_topk20.npy,processed,chb06_ictal_adjs_multiband_topk20.npy,.npy,58448,57.1KB,2026-05-19 16:42,,
processed/chb06_ictal_adjs_spli_topk20.npy,processed,chb06_ictal_adjs_spli_topk20.npy,.npy,58448,57.1KB,2026-05-29 21:31,,
processed/chb06_ictal_adjs_topk20.npy,processed,chb06_ictal_adjs_topk20.npy,.npy,58448,57.1KB,2026-05-10 15:38,,
processed/chb06_ictal_features.npy,processed,chb06_ictal_features.npy,.npy,16328,15.9KB,2026-04-18 20:23,,
processed/chb06_interictal.npy,processed,chb06_interictal.npy,.npy,1461731456,1.4GB,2026-05-18 19:30,,
processed/chb06_interictal_adjs.npy,processed,chb06_interictal_adjs.npy,.npy,25694624,24.5MB,2026-04-18 20:50,,
processed/chb06_interictal_adjs_multiband.npy,processed,chb06_interictal_adjs_multiband.npy,.npy,25694624,24.5MB,2026-05-19 14:27,,
processed/chb06_interictal_adjs_multiband_topk20.npy,processed,chb06_interictal_adjs_multiband_topk20.npy,.npy,25694624,24.5MB,2026-05-19 16:42,,
processed/chb06_interictal_adjs_spli_topk20.npy,processed,chb06_interictal_adjs_spli_topk20.npy,.npy,25694624,24.5MB,2026-05-29 21:31,,
processed/chb06_interictal_adjs_topk20.npy,processed,chb06_interictal_adjs_topk20.npy,.npy,25694624,24.5MB,2026-05-10 15:38,,
processed/chb06_interictal_features.npy,processed,chb06_interictal_features.npy,.npy,7137488,6.8MB,2026-04-18 20:22,,
processed/chb06_stats.json,processed,chb06_stats.json,.json,1547,1.5KB,2026-05-18 19:47,,
processed/chb07_ictal.npy,processed,chb07_ictal.npy,.npy,6119552,5.8MB,2026-05-18 20:07,,
processed/chb07_ictal_adjs.npy,processed,chb07_ictal_adjs.npy,.npy,107696,105.2KB,2026-04-18 20:53,,
processed/chb07_ictal_adjs_multiband.npy,processed,chb07_ictal_adjs_multiband.npy,.npy,107696,105.2KB,2026-05-19 14:41,,
processed/chb07_ictal_adjs_multiband_topk20.npy,processed,chb07_ictal_adjs_multiband_topk20.npy,.npy,107696,105.2KB,2026-05-19 16:42,,
processed/chb07_ictal_adjs_spli_topk20.npy,processed,chb07_ictal_adjs_spli_topk20.npy,.npy,107696,105.2KB,2026-05-29 21:37,,
processed/chb07_ictal_adjs_topk20.npy,processed,chb07_ictal_adjs_topk20.npy,.npy,107696,105.2KB,2026-05-10 15:38,,
processed/chb07_ictal_features.npy,processed,chb07_ictal_features.npy,.npy,30008,29.3KB,2026-04-18 20:24,,
processed/chb07_interictal.npy,processed,chb07_interictal.npy,.npy,2065784960,1.9GB,2026-05-18 20:07,,
processed/chb07_interictal_adjs.npy,processed,chb07_interictal_adjs.npy,.npy,36312752,34.6MB,2026-04-18 20:51,,
processed/chb07_interictal_adjs_multiband.npy,processed,chb07_interictal_adjs_multiband.npy,.npy,36312752,34.6MB,2026-05-19 14:33,,
processed/chb07_interictal_adjs_multiband_topk20.npy,processed,chb07_interictal_adjs_multiband_topk20.npy,.npy,36312752,34.6MB,2026-05-19 16:42,,
processed/chb07_interictal_adjs_spli_topk20.npy,processed,chb07_interictal_adjs_spli_topk20.npy,.npy,36312752,34.6MB,2026-05-29 21:37,,
processed/chb07_interictal_adjs_topk20.npy,processed,chb07_interictal_adjs_topk20.npy,.npy,36312752,34.6MB,2026-05-10 15:38,,
processed/chb07_interictal_features.npy,processed,chb07_interictal_features.npy,.npy,10086968,9.6MB,2026-04-18 20:23,,
processed/chb07_stats.json,processed,chb07_stats.json,.json,1547,1.5KB,2026-05-18 20:23,,
processed/chb08_ictal.npy,processed,chb08_ictal.npy,.npy,17252480,16.5MB,2026-05-18 20:26,,
processed/chb08_ictal_adjs.npy,processed,chb08_ictal_adjs.npy,.npy,303392,296.3KB,2026-04-18 20:54,,
processed/chb08_ictal_adjs_multiband.npy,processed,chb08_ictal_adjs_multiband.npy,.npy,303392,296.3KB,2026-05-19 14:43,,
processed/chb08_ictal_adjs_multiband_topk20.npy,processed,chb08_ictal_adjs_multiband_topk20.npy,.npy,303392,296.3KB,2026-05-19 16:43,,
processed/chb08_ictal_adjs_spli_topk20.npy,processed,chb08_ictal_adjs_spli_topk20.npy,.npy,303392,296.3KB,2026-05-29 21:37,,
processed/chb08_ictal_adjs_topk20.npy,processed,chb08_ictal_adjs_topk20.npy,.npy,303392,296.3KB,2026-05-10 15:38,,
processed/chb08_ictal_features.npy,processed,chb08_ictal_features.npy,.npy,84368,82.4KB,2026-04-18 20:25,,
processed/chb08_interictal.npy,processed,chb08_interictal.npy,.npy,556646528,530.9MB,2026-05-18 20:26,,
processed/chb08_interictal_adjs.npy,processed,chb08_interictal_adjs.npy,.npy,9784928,9.3MB,2026-04-18 20:53,,
processed/chb08_interictal_adjs_multiband.npy,processed,chb08_interictal_adjs_multiband.npy,.npy,9784928,9.3MB,2026-05-19 14:41,,
processed/chb08_interictal_adjs_multiband_topk20.npy,processed,chb08_interictal_adjs_multiband_topk20.npy,.npy,9784928,9.3MB,2026-05-19 16:42,,
processed/chb08_interictal_adjs_spli_topk20.npy,processed,chb08_interictal_adjs_spli_topk20.npy,.npy,9784928,9.3MB,2026-05-29 21:37,,
processed/chb08_interictal_adjs_topk20.npy,processed,chb08_interictal_adjs_topk20.npy,.npy,9784928,9.3MB,2026-05-10 15:38,,
processed/chb08_interictal_features.npy,processed,chb08_interictal_features.npy,.npy,2718128,2.6MB,2026-04-18 20:24,,
processed/chb08_stats.json,processed,chb08_stats.json,.json,1544,1.5KB,2026-05-18 20:28,,
processed/chb09_ictal.npy,processed,chb09_ictal.npy,.npy,5382272,5.1MB,2026-05-18 20:50,,
processed/chb09_ictal_adjs.npy,processed,chb09_ictal_adjs.npy,.npy,94736,92.5KB,2026-04-18 20:56,,
processed/chb09_ictal_adjs_multiband.npy,processed,chb09_ictal_adjs_multiband.npy,.npy,94736,92.5KB,2026-05-19 14:53,,
processed/chb09_ictal_adjs_multiband_topk20.npy,processed,chb09_ictal_adjs_multiband_topk20.npy,.npy,94736,92.5KB,2026-05-19 16:43,,
processed/chb09_ictal_adjs_spli_topk20.npy,processed,chb09_ictal_adjs_spli_topk20.npy,.npy,94736,92.5KB,2026-05-29 21:40,,
processed/chb09_ictal_adjs_topk20.npy,processed,chb09_ictal_adjs_topk20.npy,.npy,94736,92.5KB,2026-05-10 15:38,,
processed/chb09_ictal_features.npy,processed,chb09_ictal_features.npy,.npy,26408,25.8KB,2026-04-18 20:26,,
processed/chb09_interictal.npy,processed,chb09_interictal.npy,.npy,2686206080,2.5GB,2026-05-18 20:50,,
processed/chb09_interictal_adjs.npy,processed,chb09_interictal_adjs.npy,.npy,47218592,45.0MB,2026-04-18 20:54,,
processed/chb09_interictal_adjs_multiband.npy,processed,chb09_interictal_adjs_multiband.npy,.npy,47218592,45.0MB,2026-05-19 14:43,,
processed/chb09_interictal_adjs_multiband_topk20.npy,processed,chb09_interictal_adjs_multiband_topk20.npy,.npy,47218592,45.0MB,2026-05-19 16:43,,
processed/chb09_interictal_adjs_spli_topk20.npy,processed,chb09_interictal_adjs_spli_topk20.npy,.npy,47218592,45.0MB,2026-05-29 21:40,,
processed/chb09_interictal_adjs_topk20.npy,processed,chb09_interictal_adjs_topk20.npy,.npy,47218592,45.0MB,2026-05-10 15:38,,
processed/chb09_interictal_features.npy,processed,chb09_interictal_features.npy,.npy,13116368,12.5MB,2026-04-18 20:25,,
processed/chb09_stats.json,processed,chb09_stats.json,.json,1530,1.5KB,2026-05-18 21:07,,
processed/chb10_ictal.npy,processed,chb10_ictal.npy,.npy,8626304,8.2MB,2026-05-18 21:17,,
processed/chb10_ictal_adjs.npy,processed,chb10_ictal_adjs.npy,.npy,151760,148.2KB,2026-04-18 20:59,,
processed/chb10_ictal_adjs_multiband.npy,processed,chb10_ictal_adjs_multiband.npy,.npy,151760,148.2KB,2026-05-19 15:01,,
processed/chb10_ictal_adjs_multiband_topk20.npy,processed,chb10_ictal_adjs_multiband_topk20.npy,.npy,151760,148.2KB,2026-05-19 16:43,,
processed/chb10_ictal_adjs_spli_topk20.npy,processed,chb10_ictal_adjs_spli_topk20.npy,.npy,151760,148.2KB,2026-05-29 21:42,,
processed/chb10_ictal_adjs_topk20.npy,processed,chb10_ictal_adjs_topk20.npy,.npy,151760,148.2KB,2026-05-10 15:38,,
processed/chb10_ictal_features.npy,processed,chb10_ictal_features.npy,.npy,42248,41.3KB,2026-04-18 20:27,,
processed/chb10_interictal.npy,processed,chb10_interictal.npy,.npy,2103165056,2.0GB,2026-05-18 21:17,,
processed/chb10_interictal_adjs.npy,processed,chb10_interictal_adjs.npy,.npy,36969824,35.3MB,2026-04-18 20:56,,
processed/chb10_interictal_adjs_multiband.npy,processed,chb10_interictal_adjs_multiband.npy,.npy,36969824,35.3MB,2026-05-19 14:53,,
processed/chb10_interictal_adjs_multiband_topk20.npy,processed,chb10_interictal_adjs_multiband_topk20.npy,.npy,36969824,35.3MB,2026-05-19 16:43,,
processed/chb10_interictal_adjs_spli_topk20.npy,processed,chb10_interictal_adjs_spli_topk20.npy,.npy,36969824,35.3MB,2026-05-29 21:42,,
processed/chb10_interictal_adjs_topk20.npy,processed,chb10_interictal_adjs_topk20.npy,.npy,36969824,35.3MB,2026-05-10 15:38,,
processed/chb10_interictal_features.npy,processed,chb10_interictal_features.npy,.npy,10269488,9.8MB,2026-04-18 20:26,,
processed/chb10_stats.json,processed,chb10_stats.json,.json,1545,1.5KB,2026-05-18 21:25,,
processed/chb11_ictal.npy,processed,chb11_ictal.npy,.npy,15040640,14.3MB,2026-05-18 21:37,,
processed/chb11_ictal_adjs.npy,processed,chb11_ictal_adjs.npy,.npy,264512,258.3KB,2026-04-18 21:00,,
processed/chb11_ictal_adjs_multiband.npy,processed,chb11_ictal_adjs_multiband.npy,.npy,264512,258.3KB,2026-05-19 15:05,,
processed/chb11_ictal_adjs_multiband_topk20.npy,processed,chb11_ictal_adjs_multiband_topk20.npy,.npy,264512,258.3KB,2026-05-19 16:43,,
processed/chb11_ictal_adjs_spli_topk20.npy,processed,chb11_ictal_adjs_spli_topk20.npy,.npy,264512,258.3KB,2026-05-29 21:43,,
processed/chb11_ictal_adjs_topk20.npy,processed,chb11_ictal_adjs_topk20.npy,.npy,264512,258.3KB,2026-05-10 15:39,,
processed/chb11_ictal_features.npy,processed,chb11_ictal_features.npy,.npy,73568,71.8KB,2026-04-18 20:28,,
processed/chb11_interictal.npy,processed,chb11_interictal.npy,.npy,1049223296,1000.6MB,2026-05-18 21:37,,
processed/chb11_interictal_adjs.npy,processed,chb11_interictal_adjs.npy,.npy,18443504,17.6MB,2026-04-18 20:59,,
processed/chb11_interictal_adjs_multiband.npy,processed,chb11_interictal_adjs_multiband.npy,.npy,18443504,17.6MB,2026-05-19 15:01,,
processed/chb11_interictal_adjs_multiband_topk20.npy,processed,chb11_interictal_adjs_multiband_topk20.npy,.npy,18443504,17.6MB,2026-05-19 16:43,,
processed/chb11_interictal_adjs_spli_topk20.npy,processed,chb11_interictal_adjs_spli_topk20.npy,.npy,18443504,17.6MB,2026-05-29 21:43,,
processed/chb11_interictal_adjs_topk20.npy,processed,chb11_interictal_adjs_topk20.npy,.npy,18443504,17.6MB,2026-05-10 15:39,,
processed/chb11_interictal_features.npy,processed,chb11_interictal_features.npy,.npy,5123288,4.9MB,2026-04-18 20:27,,
processed/chb11_stats.json,processed,chb11_stats.json,.json,1555,1.5KB,2026-05-18 21:45,,
processed/chb12_ictal.npy,processed,chb12_ictal.npy,.npy,19980416,19.1MB,2026-05-18 21:51,,
processed/chb12_ictal_adjs.npy,processed,chb12_ictal_adjs.npy,.npy,351344,343.1KB,2026-04-18 21:01,,
processed/chb12_ictal_adjs_multiband.npy,processed,chb12_ictal_adjs_multiband.npy,.npy,351344,343.1KB,2026-05-19 15:07,,
processed/chb12_ictal_adjs_multiband_topk20.npy,processed,chb12_ictal_adjs_multiband_topk20.npy,.npy,351344,343.1KB,2026-05-19 16:43,,
processed/chb12_ictal_adjs_spli_topk20.npy,processed,chb12_ictal_adjs_spli_topk20.npy,.npy,351344,343.1KB,2026-05-29 21:44,,
processed/chb12_ictal_adjs_topk20.npy,processed,chb12_ictal_adjs_topk20.npy,.npy,351344,343.1KB,2026-05-10 15:39,,
processed/chb12_ictal_features.npy,processed,chb12_ictal_features.npy,.npy,97688,95.4KB,2026-04-18 20:28,,
processed/chb12_interictal.npy,processed,chb12_interictal.npy,.npy,549937280,524.5MB,2026-05-18 21:51,,
processed/chb12_interictal_adjs.npy,processed,chb12_interictal_adjs.npy,.npy,9666992,9.2MB,2026-04-18 21:00,,
processed/chb12_interictal_adjs_multiband.npy,processed,chb12_interictal_adjs_multiband.npy,.npy,9666992,9.2MB,2026-05-19 15:05,,
processed/chb12_interictal_adjs_multiband_topk20.npy,processed,chb12_interictal_adjs_multiband_topk20.npy,.npy,9666992,9.2MB,2026-05-19 16:43,,
processed/chb12_interictal_adjs_spli_topk20.npy,processed,chb12_interictal_adjs_spli_topk20.npy,.npy,9666992,9.2MB,2026-05-29 21:44,,
processed/chb12_interictal_adjs_topk20.npy,processed,chb12_interictal_adjs_topk20.npy,.npy,9666992,9.2MB,2026-05-10 15:39,,
processed/chb12_interictal_features.npy,processed,chb12_interictal_features.npy,.npy,2685368,2.6MB,2026-04-18 20:28,,
processed/chb12_stats.json,processed,chb12_stats.json,.json,1561,1.5KB,2026-05-18 21:55,,
processed/chb13_ictal.npy,processed,chb13_ictal.npy,.npy,10616960,10.1MB,2026-05-18 22:07,,
processed/chb13_ictal_adjs.npy,processed,chb13_ictal_adjs.npy,.npy,186752,182.4KB,2026-04-18 21:02,,
processed/chb13_ictal_adjs_multiband.npy,processed,chb13_ictal_adjs_multiband.npy,.npy,186752,182.4KB,2026-05-19 15:13,,
processed/chb13_ictal_adjs_multiband_topk20.npy,processed,chb13_ictal_adjs_multiband_topk20.npy,.npy,186752,182.4KB,2026-05-19 16:43,,
processed/chb13_ictal_adjs_spli_topk20.npy,processed,chb13_ictal_adjs_spli_topk20.npy,.npy,186752,182.4KB,2026-05-29 21:45,,
processed/chb13_ictal_adjs_topk20.npy,processed,chb13_ictal_adjs_topk20.npy,.npy,186752,182.4KB,2026-05-10 15:39,,
processed/chb13_ictal_features.npy,processed,chb13_ictal_features.npy,.npy,51968,50.8KB,2026-04-18 20:29,,
processed/chb13_interictal.npy,processed,chb13_interictal.npy,.npy,918061184,875.5MB,2026-05-18 22:07,,
processed/chb13_interictal_adjs.npy,processed,chb13_interictal_adjs.npy,.npy,16137920,15.4MB,2026-04-18 21:01,,
processed/chb13_interictal_adjs_multiband.npy,processed,chb13_interictal_adjs_multiband.npy,.npy,16137920,15.4MB,2026-05-19 15:07,,
processed/chb13_interictal_adjs_multiband_topk20.npy,processed,chb13_interictal_adjs_multiband_topk20.npy,.npy,16137920,15.4MB,2026-05-19 16:43,,
processed/chb13_interictal_adjs_spli_topk20.npy,processed,chb13_interictal_adjs_spli_topk20.npy,.npy,16137920,15.4MB,2026-05-29 21:45,,
processed/chb13_interictal_adjs_topk20.npy,processed,chb13_interictal_adjs_topk20.npy,.npy,16137920,15.4MB,2026-05-10 15:39,,
